drug_name,sanskrit_name,transliteration,image_urls,ocr_text
Amra,आम्र,āmra,"https://www.medicinalplants.in/slokaimages/1378/1378_1.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_2.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_3.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_4.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_5.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_6.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_7.jpg
https://www.medicinalplants.in/slokaimages/1378/1378_8.jpg","आम्रत्चवचा कषाया च
मूलं सौगंधि ताद्यशम्
रुच्यं संग्राहि शिशिरं पुष्पं तु रुचिदीपनम् II
आम्रपुष्पमतीसारकफपित्तप्रमेहनुत्
बल्यं रुचिकृद् ग्राहि वातलम्
(Bpn)
Amra tvaca is kashaya in rasa, mula is saugandhi,
rucya
sangrahi, sisira in guna, puspa is ruci krd and dipana
Amra puspa is balya, ruci karaka, grahi
increases vata
alleviates atisara
kapha pitta prameha, asrg drsti.
असृग्दुष्टिहरं

बालाम्रगणाः
आम्रं बालं कषायाम्लं रुच्यं
मारुतपित्तकृत्
तरुणन्तु तदत्यम्लं रूक्षं दोषत्रयास्रकृत्
Balamra is kashaya, amla,
rucya, maruta pitta karaka
Taruna phala is atyamla in rasa, ruksa
in guna,
dosha
trayasra karaka

आम्रपेशिकागुणाः
आम्रमामं त्वचाहिनमातपे अतिशोषितम
अम्लं स्वादु कषायं स्यात् भेदनं कफवातजित्
Ama
amra
is
bad
for
the
skin,
is
atisosana
amla
svadu, kashaya in
rasa, bhedana, alleviates kapha
and
vata

रसगणाः
तद्रसो गालितो बल्यो गुरुः वातहरः सरः
अहृद्यस्तर्पणोडतीव बृंहणः कफवर्द्धनः
Its
rasa
is
madhura,
guru,
sara
in
guna,
balya,
vata
hara,
ahrdya,
tarpana
ativa,
brmhana
and
kapha
vardhana.

आम्रखण्डगुणाः
आम्रखण्डं गुरु परं रोचनं चिरपाकि च
मधुरं बृंहणं बल्यं शीतलम् वातनाशनम् Il
वृष्यं वर्णकरं स्वादु
(?) गुरु शीतलम्
वातपित्तहरं रुच्यं बृंहणं बलवर्द्धनम Il
मन्दानलत्वं विषमज्वरञ्च रक्तामयं
बद्धगुदोदरञ्च
आम्रातियोगन्रयनामयं वा करोति तस्मादति तानि नाद्यात
Amra kanda
is
madhura
in
rasa,
guru
param,
rocana,
cirapaki,
brmhana, balya, sitala,
vata
nasana
vrshya,
varna kara and svadu
Dugdhamra
is
guru,
sitala,
alleviates
vata
and
pitta
rucya,
brmhana,
balavardhana,
mandanalatva,
visamaivara
hara,
rakta
maya
badchgudodara
hara,
causes
nayanamaya
if   used
excessively,
and
hence
has to be avoided in excess
दुग्धाम्रं

एतदम्लाग्रविषयं मधुराम्लपरं न तु
मधुरस्य परं नेत्रहितत्वाद्या गुणाः यतः
ड |
शुण्ठ्यम्भसोउनुपानं स्यादाम्राणामतिभक्षणे
जीरकं वा प्रयोक्तव्यं सह सौवर्चलेन वाl |
Similar is with Amla amra and Madhura
amla. Madhura
amra
is
Param
and
is
Netra
hita
Amra
if
taken
in
excess should be followed by Sunthaymbu as Anupana
or water with Jiraka or with Sauvarcala lavana

आम्रबीजगुणाः
आम्रबीजं कषायं स्याच्छर्द्यतीसारनाशनम्
ईषदम्लञ्च मधुरं तथा हृदयदाहनुत्
Amra bija is kashaya in rasa, slightly amla,
machura in
rasa, alleviates chardi, atisara and hrdaya daha

आम्रपल्लवगणाः
आम्रस्य पल्लवो रुच्यः कफपित्तविनाशनः II (Bpn)
Amra pallava is rucya and kapha pitta nasana"
Ananasa,अननास,ananāsa,"https://www.medicinalplants.in/slokaimages/127/127_1.jpg
https://www.medicinalplants.in/slokaimages/127/127_2.jpg","अनंनासंपारवतीचामंकौतुकसंज्ञकम्
Anamnasa, paravati, ama kautuka are its synonyms

अनंनासमपक्चन्तुरुच्यंहृद्यंगुरुर्मतम्
कफपित्तकरंचैवप्रोक्तं चान्नमरोचकम
श्रमंक्लमंनाशयतितत्पक्वंस्वादुपित्तहृत्
रसातपविकारंचनाशयोदितिकीर्तितम्
(Nir)
Apakva anamnasa is rucya, hrdya, guru, increases
kapha and pitta, alleviates anna arocaka srama and
klama.
Pakva is svadu in rasa
pitta hara, rasa atapa vikara
hara"
Apamarga,अपामार्ग,apāmārga,"https://www.medicinalplants.in/slokaimages/29/29_1.jpg
https://www.medicinalplants.in/slokaimages/29/29_2.jpg
https://www.medicinalplants.in/slokaimages/29/29_3.jpg
https://www.medicinalplants.in/slokaimages/29/29_4.jpg
https://www.medicinalplants.in/slokaimages/29/29_5.jpg
https://www.medicinalplants.in/slokaimages/29/29_6.jpg","मालाकण्टश्च कुब्जश्च त्रयोविशतिनामकः Il (Rjn)
Apamarga is otherwise called malakanta kubja. All together it has
२३ names

अपामार्गः सरस्तीक्ष्णो दापनस्तिक्तकः कटुः
पाचना नावनश्छर्दिकफमेदोडनिलापहा |l
निहन्ति हृद्रुजाध्मानार्शःकण्डूशूलोदरापची
(Bpn)
Apamarga is katu, tikta in rasa, sara tiksna in guna dipani, pacani,
navana, anila hara, is good in chardi kapha meda, and is also
used in hrd ruja, adhmana
arsa kandu, sula, udara and apaci.

अपामार्गोडग्निकृत् तीक्ष्णो नस्यात् शीर्षकृमीन् जयेत्
वामको रक्तसंग्राही रक्तातीसारहृन्मतः II (Sdn)
Apamarga is agni karaka, tiksna in guna
on nasya it is sirsa krmi
hara, vamaka rakia sangrahi and alleviates raktatisara hara.

कफमेदोडनिलहरा छेदनी स्रंसनी तथा
रसे पाके च कटुका वीर्योष्णा खरमञ्जरी II (Mdn)
Kharamanjari is katu in rasa and vipaka, usna in veerya kapha
meda anila hara, chedani and samsrani.

अपामार्गस्तु तिक्तोष्णः कटुश्च कफनाशनः
अर्शकण्डूदराध्मानो रक्तहृद् ग्राहि वान्तिकृत् Il (Dhn, Rjn)
Apamarga is tikta, katu in rasa
usna in veerya, destroys kapha, is
grahi vanti karaka, alleviates arsa, kandu udara and adhmana

नस्य वान्ते प्रशस्तः स्यात् दद्रुकण्डूपफापहः
अपामार्गाग्निकृत् तीक्ष्णः क्लेदनः स्रंसनः परः Il (Rav)
Apamarga is used in nasya and vanti karma. It is agni karaka,
tiksna in guna kledana samsrana param alleviates dadru, kandu
and kapha"
Aragvadha,आरग्वध,āragvadha,"https://www.medicinalplants.in/slokaimages/347/347_1.jpg
https://www.medicinalplants.in/slokaimages/347/347_2.jpg
https://www.medicinalplants.in/slokaimages/347/347_3.jpg
https://www.medicinalplants.in/slokaimages/347/347_4.jpg","आरग्वधो रसे तिक्तो गुरुष्णः
क्रिमिशूलनुत्
कफोदरप्रमहघ्नः
कुन्छ्रगुल्मत्रिदोषजित्
१I (Dhn)
Aragvadha is tikta in rasa, guru in guna, usna in veerya,
alleviates
krmii,
sula,
kaphodara,
prameha,
krcchra
gulma and tridosha.

आरग्वधोडतिमधुरः शीतः शूलापहारकः
ज्वरकण्डूकुष्ठमेहकफविष्टम्भनाशनः
II (Rjn)
Aragvadha
is
atimadhura
in
rasa,
sita
in
veerya,
sulapaharaka,
cures jvara, kandu,
kustha, meha, kapha
and vistambha

चतुरङ्गुलो मृदुविरेचनानां श्रेष्ठः Il (चरकः)
Caturangula is sresta mrou virecanam

आरग्वधो गुरुः स्वादुः शीतलो मृदुरेचनः
ज्वरहृ
द्रोगपित्तास्रवातोदावर्त्तशूलनुत् Il
तत्फलं स्रंसनं रुच्यं
कुष्ठपित्तकफापहम्
ज्वरे तु सततं पथ्यं कोष्ठशुद्धिकरं परम् II (Bpn)
Aragvadha
is
svadu
in
rasa,
guru
in
guna,
sitala
in
veerya,
mrdu recanam,
cures
jvara,  hrdroga, pittasra
vatodavarta and sula
It
is
sramsanam,
rucyam,
Kustha
pitta  kapha
haram
satatam
pathyam
in
Jvaram,
kostha
suddhi
karam
param"
Aralu,अरलु,aralu,https://www.medicinalplants.in/slokaimages/61/61_1.jpg,"अरलुः कफहृद्ग्राही दीपनः कृमिकुष्ठहृत्
कटुकः शीतलः तिक्तो बस्तिरोगहरः परः |
(Nir)
Aralu is
katuka,   tikta
in
rasa,
in
guna
sitala
in
veerya,
dipana
alleviates
kapha,
krmi,
kustha
ana
considered the best in alleviating vasti roga
grahi"
Aranyajiraka,अरण्यजीरक,araṇyajīraka,"https://www.medicinalplants.in/slokaimages/77/77_1.jpg
https://www.medicinalplants.in/slokaimages/77/77_2.jpg","वनजीरः कटुः शीतो व्रणहाउउध्मानमाशनः
(Rin)
Vanajira is katu in
rasa,
sita in veerya,
alleviates
vrana
and pacifies adhmana

अरण्यजीरकं चोष्णं तुवरं कटुकं मतम्
स्तम्भवातकफहं चैव
चैव विनाशयेत् Il (Nir)
Aranya jiraka is tuvara, katuka in
rasa,
usna in veerya,
stambhana, alleviates vata, kapha and vrana
व्रणं"
Aristaka,अरिष्टक,ariṣṭaka,"https://www.medicinalplants.in/slokaimages/1442/1442_1.jpg
https://www.medicinalplants.in/slokaimages/1442/1442_2.jpg","अरिष्टकस्त्रिदोषघ्नो ग्रहजिद गर्भनाशनः Il Mdn
Aristaka alleviates tridosha and graha, is garbha nasana.

अरिष्टकः कटुः पाके तीक्ष्णोष्णो लेखनो गुरुः
दोषत्रयहरो गर्भपातनो ग्रहशान्तिकृत् Il
तज्जलं वामकं पानान्नस्याच्छीर्षरुजापहम
अर्धशीर्षव्यथां हंति वमनाद्धिषनाशनम
रीठाकरंजस्तिक्तोष्णः कटु स्निग्धश्च वातजित्
कफघ्नः
कुष्ठकण्डूतिविषविस्फोटनाशनः
II (Rjn)
Aristaka is
katu
in paka,  tiksna,
guru
in
guna,
usna
lekhana, alleviates tridosha, pacifies graha and
acts
a$
garbha patana
Its jala is vamaka on pana (drink) and by doing nasya it
is
sirsa
rujapaha,
cures
ardha
sirsa
vyatha,
varna
nasana. It is ranjaka, tikta
katu in rasa,
usna in veerya,
snigdha
in
guna,
alleviates
vata
and
kapha,
cures
kandu, kustha, ati visha and visphota"
Arjuna,अर्जुन,arjuna,"https://www.medicinalplants.in/slokaimages/1605/1605_1.jpg
https://www.medicinalplants.in/slokaimages/1605/1605_2.jpg
https://www.medicinalplants.in/slokaimages/1605/1605_3.jpg","अर्जुनस्तु कषायोष्णः कफघ्नो व्रणशोधनः
पित्तश्रमतृषार्त्तिघ्नो मारुतामयकोपनः II (Rjn)
It is kashaya in
rasa
usna In
veerya,
vrana
sodhana
alleviates
Kapna,
Cure5
pitta, srama, trsa
and is maruta amaya kopana
artl,

ककुभः शीतलो हृद्यः क्षतक्षयविषास्रजित्
मेदोमेहव्रणान् हन्ति तुवरः कफपित्तहृत् Il (Bpn)
Kakubha is tuvara in
rasa, sitala in veerya, hraya,
alleviates
ksata
Ksaya, visa
asra, meda meha vrana, kapha and pitta

पार्थः पथ्यः क्षते भग्ने रक्तस्तम्भनकृच्छ्रयोः
(Rajavallaba)
Partha
is pathya in ksata, bhagna, krcchra and rakta stambhana"
Asmantaka,अश्मन्तक,aśmantaka,"https://www.medicinalplants.in/slokaimages/222/222_1.jpg
https://www.medicinalplants.in/slokaimages/222/222_2.jpg
https://www.medicinalplants.in/slokaimages/222/222_3.jpg
https://www.medicinalplants.in/slokaimages/222/222_4.jpg","अश्मन्तकश्चन्द्रकस्तु
चाम्लपत्रकः
श्लक्ष्णत्वग्मालुकापर्णः स्मृतो यमलपत्रकः| |
Candraka  kuddali
amlapatraka slaksnatvak
malukaparni. yamalabatraka are ihe
synonyms Of asmantaka
कुद्दाली

अश्मन्तकः कषायस्तु हिमः पित्तकफापहः
मधुरः शीतसंग्राही दाहतृष्णाप्रमेहजित्||
Asmantaka is madhura and kasaya in rasa. sita in veerya pitta kapha hara. It alleviates
sthambana. daha. trsna and prameha

अश्मन्तकश्चेन्दुकश्च कुद्दालश्चाम्लपत्रकः.
श्लक्ष्णत्वक पीलुपत्रश्च स्मृतो यमलपत्रकः
अश्मान्तकेन्दुशफरी शिलान्तश्चाम्बुदः स्मृतः
पाषाणान्तक
इत्युक्तो वह्निचन्द्रमिताह्वयः | |
Asmantaka induka
kuddala, amlapatraka slaksnatvak pilupatra
patraka.
asmaantaka. indushafar shilanta ambuda and pashanantaka are the
१३ synonyms
of asmantaka

अश्मन्तकः स्यान्मधुरः कषायः
सुशीतलः पित्तहरः प्रमेहजित्|
विदाहतृष्णाविषमज्वरापहो
विषार्त्तिविच्छदिहरश्च भूतजित्||
Asmantaka is madhura and kasaya in rasa sita in virya pittahara alleviates
prameha, daha trsna visamajvara, visavikara, chardi and bhuta vikara.
IRJNJ"
Asoka,अशोक,aśoka,"https://www.medicinalplants.in/slokaimages/1445/1445_1.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_2.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_3.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_4.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_5.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_6.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_7.jpg
https://www.medicinalplants.in/slokaimages/1445/1445_8.jpg","गतशोको उशोकाह्वाः
रक्तको राजी |
चित्रश्च कर्णपूरो मञ्जरिको हेमपुष्प इतिं |l
निर्दिश्यते शोकनाशः चित्रस्तबकमञ्जरी
विशोको वीतशोकश्च शब्दैः पर्यायवाचकै Il (Aa ma)
Gatasoko, asokahva, pindipuspa raktaka, raji citra karnapura
manjarika
hemapuspa, sokanasa, citrasiambaka
manjari, visoka,
vitasoka- are the synonyms of asoka
पिण्डीपुष्पश्च

अशोको हेमपुष्पश्च वञ्जुलस्ताम्रपल्लवः
कङ्केलिः पिण्डपुष्पश्च गधपुष्पो नटस्तथा Il (Bpn)
Asoka hemapuspa, vanjula, tamrapallava, kankoli, pindapuspa
gandha puspa, nata are the synonyms of asoka

अशोकः शोकनाशः स्याद्विशोको वञ्जुलद्रुमः
मधुपुष्पोडपशोकश्च कङ्केलि केलिकस्तथा Il
रक्तपल्लवकशि्चित्रो विचित्रः
सुभगः स्मराधिवासो दोषहारी प्रपल्लवः
रागीतरुर्हेमपुष्पो रामवामाङ्घिघातकः
पिण्डीपुष्पो नटश्चैव पल्लवदुर्द्विविंशति II (Rjn)
Madhupuspa, apasoka, kankoli, kolika rakiapallava, citra, vicitra
karnapuraka subhaga, smaradhivaso, doshahari prapallava, ragi,
taruhu, hemapuspa, ramavamandhridhataka, pindipuspa, nata
pallavadru are the २० synonyms mentioned.
कर्णपूरकः

अशोकः शीतलस्तिक्तो ग्राही वर्ण्यः कषायकः
दोषापचीतृषादाहकृमिशोफविषास्रजित् Il (Bpn)
Asoka is kashaya in rasa, sitala in veerya,
varnya in karma
used in trsa daha krmi, sopha visa asra vikara and causes
dosha pacana.
grahi,

अशोकस्य त्वचा रक्तप्रदरस्य विनाशिनी Il (Sodala)
Asoka's tvak is sisira in veerya, hrdya, destroys rakiapradara,
alleviates pitta, daha, and srama.

अशोकः शिशिरो हृद्यः पित्तदाहश्रमापहः
गुल्मशूलोदराध्माननाशनः कृमिहारकः II (Rjn)
Asoka is Sisira in Potency, Hrdya, Pitta Daha Srama hara.
It is Gulma- Sula- Udara- Adhmana- Krmi Haraka.

अशोकः शीतलश्चार्शःकृमीन्हन्ति प्रयोजितः
अपचीं नाशयत्येव सर्वव्रणविनाशनः |l
अशोको मधुरो हृद्यः सन्धानीयः सुगधिकः
Dhn)
Asoka is Sitala in Potency, is used in Arsa, Krmi Apaci, Sarva
vrana. It is Madhura, Hrdya, Sandhaniya, Sugandhika.

अशोकः शीतलः सिग्धो वर्ण्यो ग्राही कषायकः
दोषापचीतृषादाहकृमिशोषविषास्रजित् Il (Kdn)
Asoka is Sitala in Potency, Snigdha in Guna, Varnya and Grahi in
Karma, Kashayaka in Tasie Causes Dosha pacana, and is used in
Trsa, Daha, Krmi, Sosa, Visa, Asra vikara"
Asvagandha,अश्वगन्धा,aśvagandhā,"https://www.medicinalplants.in/slokaimages/1725/1725_1.jpg
https://www.medicinalplants.in/slokaimages/1725/1725_2.jpg
https://www.medicinalplants.in/slokaimages/1725/1725_3.jpg","अश्वगन्धा वाजिगन्धा कञ्चुकाअश्वावरोहकः
वराहकर्णी
बल्या वाजीकरी स्मृता
अश्वगन्धा कषायोष्गा तिक्त्ता वातकफापहा
विषव्रणक्षयान्
कान्तिवीर्यबलप्रदा
Dhn
Vajigandha
laiculza
as""at arolala
rarahakarni turagi balya and rajikari are the synonyms of
asragandha.
Astaganclha is kasaya tikta in rasa
1sma in reetya
promotes kanti bala reerya alleviates Tata
kapha
cures visa
Trana and ksaya
तुरगी

गन्धान्ता वाजिनामादिरश्वगन्धा हयाह्वया
वराहकर्णा वरदा बलदा
कुष्टगन्धिनी
अश्वगन्धाअनिलश्लेष्मश्वत्रशोथक्षज्ञयापहा |
बल्या रसायनी तिक्ता
कषाग्रोष्णअतिशुक्रला|| KBpn)
Synonyms of asragandha are hayahraya rarahakarni rarada balada kustagandhini and raji
It is tikta kasaya in rasa
usna in reetya promotes bala
increases sulara
rasavana i karma
alleriates Tata kapa
5T1t1a
sotha and ksaya

अश्वगन्धा
हयाह्वाअवावराहका | |
वराहकर्णी गौकर्णी तुरगी वरदा वृषा |
बल्या वाजीकरी पीता बर्हिपिच्छं
अश्वगन्धा कषायोष्णा तिक्ता वृष्या
बलपुष्टिप्रदा हन्ति
कफकासाानलवणान| |
शोफकण्डूविषश्वित्रकृमिश्वासक्षतक्षयान्
IKdni
Synonyns are layahra asrararohaka rarahakarni gokarni
tragi Tarada Trsa balya
rajikari
pita
barhipiccha and lanculi
Asragandha is kasaya
tikta li Tasa
usna in reetya. sukrarardhaka
rasayana balakara pustikara
in karma alleviates kapha
-rata
cures kasa
Trana sopha kandu
-715a
sTitra. krii
51ra5a
Isata
and ksaya
कष्टगन्धा
कञ्चुको | |
रसायनी"
Asvagola,अश्वगोल,aśvagola,https://www.medicinalplants.in/slokaimages/1313/1313_1.jpg,"अशगोलमश्वकर्णबीज
स्निग्धजारकम
अश्वगोलं गुरु स्वादु स्निग्धं शीतं
पिच्छिलम्
स्नहन
मूत्रजननं ललैेष्मनिःसारणं परम्
दाहतृष्णाहर
बल्यं ज्वरघ्नं चाथ शस्यते
प्रवाहिकातिसारामदाहतृष्णाज्वरादिषु
वातपित्तामय कासे दौर्बल्य मूत्रकृच्छ्रज्ञे
( Ref:PV sharma ; dravyaguna vijnan;partz )"
Asvakarna,अश्वकर्ण,aśvakarṇa,"https://www.medicinalplants.in/slokaimages/1612/1612_1.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_2.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_3.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_4.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_5.jpg","अश्वकर्णस्त्तथाअरण्यः सस्यसंवरणेअपि च
दार्घपत्रो दार्घवृक्षः कुशिकश्चीरपत्रकः
IKdn)
Aranya, sasyasanvarana, dirghapatra dirgayrksa, kusika and cirapatra
are ine
synonyms of asvakarna

अश्वकर्णः कटुस्तिक्तः कषायोष्णो नियच्छति
कफपाण्डुश्रुतिगदान् मेहकुष्ठविषव्रणान्I| KKdn)
It is katu,
tikta and kasaya in rasa, usna in veerya increases kapha, alleviates
pandu prameha kusta
vrana and karnaroga.
visa,

तत्फलं मधुरं रूक्षं शीतलं स्तम्भनं गुरु
कषाय
स्तन्यवाताध्मानविन्धकृत्
निहन्ति पित्तदाहास्रतृषाकाक्षतक्षयान्
IKdn
Its phala is kasaya and madhura in rasa
slta
in veerya, ruksa and guru in guna,
sthambana, stanya vata adhmana vibandha kara and alleviates pitta, daha. trsna
kasa. ksata and ksaya
लखनं

सर्जको बस्तकर्णश्च कषायश्चीरपत्रकः
सस्यसंवरकः शूरः सर्जोन्यः शाल
उच्यते|| Dhn)
Sarjaka bastakarna kasaya, cirapatra sasyasanvaraka and sura are the synonyms

कुष्ठकण्डूकृमिश्लेष्नवातपित्तरुजो
ज्यत
सजयुग्नं
कषाय
स्ाद
वण्र
रूक्षं कफापहन्
IDhn)
It is kasaya in rasa ruksa in guna and destroys kapha It alleviates kusta, kandu
krimi roga, kapha vata pitta vikaras"
Asvakarna - prajati,अश्वकर्ण प्रजाति,aśvakarṇa prajāti,"https://www.medicinalplants.in/slokaimages/1612/1612_1.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_2.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_3.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_4.jpg
https://www.medicinalplants.in/slokaimages/1612/1612_5.jpg","अश्वकर्णस्त्तथाअरण्यः सस्यसंवरणेअपि च
दार्घपत्रो दार्घवृक्षः कुशिकश्चीरपत्रकः
IKdn)
Aranya, sasyasanvarana, dirghapatra dirgayrksa, kusika and cirapatra
are ine
synonyms of asvakarna

अश्वकर्णः कटुस्तिक्तः कषायोष्णो नियच्छति
कफपाण्डुश्रुतिगदान् मेहकुष्ठविषव्रणान्I| KKdn)
It is katu,
tikta and kasaya in rasa, usna in veerya increases kapha, alleviates
pandu prameha kusta
vrana and karnaroga.
visa,

तत्फलं मधुरं रूक्षं शीतलं स्तम्भनं गुरु
कषाय
स्तन्यवाताध्मानविन्धकृत्
निहन्ति पित्तदाहास्रतृषाकाक्षतक्षयान्
IKdn
Its phala is kasaya and madhura in rasa
slta
in veerya, ruksa and guru in guna,
sthambana, stanya vata adhmana vibandha kara and alleviates pitta, daha. trsna
kasa. ksata and ksaya
लखनं

सर्जको बस्तकर्णश्च कषायश्चीरपत्रकः
सस्यसंवरकः शूरः सर्जोन्यः शाल
उच्यते|| Dhn)
Sarjaka bastakarna kasaya, cirapatra sasyasanvaraka and sura are the synonyms

कुष्ठकण्डूकृमिश्लेष्नवातपित्तरुजो
ज्यत
सजयुग्नं
कषाय
स्ाद
वण्र
रूक्षं कफापहन्
IDhn)
It is kasaya in rasa ruksa in guna and destroys kapha It alleviates kusta, kandu
krimi roga, kapha vata pitta vikaras"
