letter,page,drug_name,sanskrit_name,transliteration,ref_drug_name,botanical_correlation,status,discussion,reference
G,2,Goksura,गोक्षुर,gokṣura,गोक्षुरु,Tribulus terrestris,Accepted source,Goksura is correlated to this species,[2]
G,2,Goksura,गोक्षुर,gokṣura,गोक्षुरु लघु,Tribulus terrestris,Accepted source,Laghu goksura is correlated to this species,[2]
G,2,Goksura,गोक्षुर,gokṣura,गोक्षुर,Tribulus terrestris Linn.,Accepted source,Identified with it,[1]
G,2,Goksura,गोक्षुर,gokṣura,गोक्षुर,Tribulus terrestris Linn.,Accepted source,Identified with it,[3]
G,2,Goksura - brhat,गोक्षुर बॄहत्,gokṣura bṝhat,गोक्षुरु बॄहत्,Pedalium murex,Accepted source,Big variety of Goksura is correlated to this species,[2]
G,2,Goksura - brhat,गोक्षुर बॄहत्,gokṣura bṝhat,गोक्षुर बॄहत्,Pedalium murex Linn.,Accepted source,It is the bigger variety of Goksura which is correlated  to this species,[3]
G,2,Goksura - brhat,गोक्षुर बॄहत्,gokṣura bṝhat,गोक्षुरु बॄहत्,Xanthium strumarium Linn.,Most probable,This species is used as Goksura in Punjab and Sindh,[2]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुर,Acanthospermum hispidum DC.,Most probable,As this species has features similar to this plant it may have been used as Goksura,[1]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुरु,Martynia diandra,Suggested source,Goksuru literally means the hoof of a cow; So some suggested this species as Goksura as its fruit is cleft like a cows hook and has 3 hooks; So in real sense this is the real Goksura but cannot be taken into consideration as this is an exotic plant,[2]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुर,Pedalium murex Linn.,Most probable,This species is used as this plant has features similar to it,[1]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुरु,Tribulus terrestris,Accepted source,Goksura is correlated to this species,[2]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुरु लघु,Tribulus terrestris,Accepted source,Laghu goksura is correlated to this species,[2]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुर,Tribulus terrestris Linn.,Accepted source,Identified with it,[1]
G,2,Goksuru,गोक्षुरु,gokṣuru,गोक्षुर,Tribulus terrestris Linn.,Accepted source,Identified with it,[3]
G,2,Goksuru - brhat,गोक्षुरु बॄहत्,gokṣuru bṝhat,गोक्षुरु बॄहत्,Pedalium murex,Accepted source,Big variety of Goksura is correlated to this species,[2]
G,2,Goksuru - brhat,गोक्षुरु बॄहत्,gokṣuru bṝhat,गोक्षुर बॄहत्,Pedalium murex Linn.,Accepted source,It is the bigger variety of Goksura which is correlated  to this species,[3]
G,2,Goksuru - brhat,गोक्षुरु बॄहत्,gokṣuru bṝhat,गोक्षुरु बॄहत्,Xanthium strumarium Linn.,Most probable,This species is used as Goksura in Punjab and Sindh,[2]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुर,Acanthospermum hispidum DC.,Most probable,As this species has features similar to this plant it may have been used as Goksura,[1]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुरु,Martynia diandra,Suggested source,Goksuru literally means the hoof of a cow; So some suggested this species as Goksura as its fruit is cleft like a cows hook and has 3 hooks; So in real sense this is the real Goksura but cannot be taken into consideration as this is an exotic plant,[2]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुर,Pedalium murex Linn.,Most probable,This species is used as this plant has features similar to it,[1]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुरु,Tribulus terrestris,Accepted source,Goksura is correlated to this species,[2]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुरु लघु,Tribulus terrestris,Accepted source,Laghu goksura is correlated to this species,[2]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुर,Tribulus terrestris Linn.,Accepted source,Identified with it,[1]
G,2,Goksuru - laghu,गोक्षुरु लघु,gokṣuru laghu,गोक्षुर,Tribulus terrestris Linn.,Accepted source,Identified with it,[3]
G,2,Golomi,गोलोमी,golomī,गोलोमी,Umbelliferae - aromatic plants,Suggested source,May be an alternative source of Golomi,[1]
G,3,Golomika,गोलोमिका,golomikā,गोलोमिका,Launae sp.,Accepted source,Identified with this species,[5]
G,3,Gonasi,गोनसी,gonasī,गोनसी,Arisaema sp.,Most probable,The source may be identified with this plant with regard to its popular name Gunasa or Mahagunasa in Kashmir,[1]
G,3,Gonasi,गोनसी,gonasī,गोनसी,Arisaema Sp.,Most probable,Gonasi' is mentioned in Susruta as a divya aushadhi (divine drug) and most probably correlated to this species,[5]
G,3,Gopasimbi,गोपशिम्बी,gopaśimbī,गोपशिम्बी,Cyamopsis tetragonaloba (Linn.) Taub.,Accepted source,It is identified with this species,[4]
G,3,Gopavalli,गोपवल्ली,gopavallī,गोपवल्ली,Ichnocarpus frutescens R. Br.,Accepted source,Identified with this species,[5]
G,3,Goraksa,गोरक्ष,gorakṣa,गोरक्ष,Dalbergia lanceolaria Linn.,Accepted source,Identified with this species,[3]
G,3,Goraksadugdhi,गोरक्षदुग्धी,gorakṣadugdhī,गोरक्षदुग्धी,Euphorbia thymifolia,Accepted source,Identified with this species,[5]
G,3,Goraksaganja,गोरक्षगांजा,gorakṣagāṃjā,गोरक्षगांजा,Aerva lanata Juss.,Accepted source,Identified with this species,[3]
G,3,Goraksi,गोरक्षी,gorakṣī,गोरक्षी,Adansonia digitata Linn.,Accepted source,Goraksi is identified with this species,[5]
G,3,Granthi,ग्रन्थि,granthi,ग्रन्थि,Betula sp.,Most probable,The fungal formations on Betula species is considered as Granthi (a knot like structure formed by plants parts or tissues),[1]
G,3,Granthi,ग्रन्थि,granthi,ग्रन्थि,Nelumbium sp.,Most probable,Granthi is used as a synonym for many plants and as this species has rhizomes which is the feature of Granthi it is correlated to it,[1]
G,3,Granthi,ग्रन्थि,granthi,ग्रन्थि,Premna herbacea Roxb.,Most probable,Roots have similar appaearance with the features described for Granthi hence correlated,[1]
G,3,Granthigobhi - prakara,ग्रन्थिगोभी प्रकार,granthigobhī prakāra,ग्रन्थिगोभी प्रकार,Brassica oleracea var. gummifera DC.,Accepted source,It is identified with this species,[4]
G,3,Granthiparna,ग्रन्थिपर्ण,granthiparṇa,ग्रन्थिपर्ण,Angelica glauca,Controversial,If Granthiparna is considered as Coraka then it can be correlated to this species; but there is a doubt whether Granthiparna and Coraka are one and the same or two distinct plants,[2]
G,3,Granthiparna,ग्रन्थिपर्ण,granthiparṇa,ग्रन्थिपर्ण,Brassica oleracea var. gongylods Linn.,Accepted source,It is identified with this species,[4]
G,3,Granthiparna,ग्रन्थिपर्ण,granthiparṇa,ग्रन्थिपर्ण,Clerodendron infortunatum Linn.,Controversial,Granthiparna still remains controversial; Some consider this species to be Granthiparna,[2]
G,3,Granthiparna,ग्रन्थिपर्ण,granthiparṇa,ग्रन्थिपर्ण,Taxus baccata Linn.,Accepted source,Variety of Granthiparna i.e. Sthauneyaka is identifiedwith this species,[2]
G,3,Granthiparni,ग्रन्थिपर्णी,granthiparṇī,ग्रन्थिपर्णी,Abies pindrow Royle,Most probable,In Rajanighantu this appears as a synonym of 'Coraka'; Dalhana and Bhavaprakasa nighantu share the same view where in 'Coraka' is described as a type of 'Granthiparna bheda' (with regard to similarity in features) and 'Sthauneyaka' as 'Granthiparna'; 'Sthauneyaka' and 'Talisa' are similar in features hence correlated to a species of 'Talisa',[5]
G,3,Granthiparnika,ग्रन्थिपर्णिका,granthiparṇikā,ग्रन्थिपर्णिका,Angelica sp.,Most probable,May be identified as this species,[1]
G,3,Granthiparnika,ग्रन्थिपर्णिका,granthiparṇikā,ग्रन्थिपर्णिका,Valeriana sp.,Most probable,May be identified as this species,[1]
G,3,Grdhranakhi,गृध्रनखी,gṛdhranakhī,गृध्रनखी,Capparis zeylanica Linn.,Most probable,May be considered as this species,[1]
G,3,Grdhranakhi,गृध्रनखी,gṛdhranakhī,गृध्रनखी,Zizyphus jujuba Lam. var. fruticosa Haines,Most probable,May be considered as this species,[1]
G,3,Grnja,गृञ्ज,gṛñja,गृञ्ज,Allium ascalonicum Linn.,Most probable,Most  probably correlated to this species,[1]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Allium ascalonicum Linn.,Accepted source,Grnjanaka' is identified with this species,[5]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Brassica campestris,Accepted source,Grnjanaka is correlated to this species,[2]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Daucus carota,Accepted source,Garjara is correlated to this species,[2]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Eulophia campestris,Suggested source,V G Desai has identified Grnjanaka as 'Baadshahi saalam'; With regard to its properties and its name 'Lasaniya saalam' he has correlated Grnjanaka to this species,[2]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Moringa pterygosperma,Controversial,Grnjanaka is a highly controversial plant; With regard to the commentary given by Cakrapani it may be Sigru which is correlated to this species,[2]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Orchis mascula,Suggested source,V G Desai has identified Grnjanaka as a type of garlic and correlated it to this species,[2]
G,3,Grnjanaka,गृञ्जनक,gṛñjanaka,गृञ्जनक,Urginia indica,Suggested source,One of the commentator has identified Grnjana as Vanapalandu which is correlated to this species,[2]
G,3,Grstika,गृष्टिक,gṛṣṭika,गृष्टिक,Dioscorea bulbifera Linn.,Accepted source,Identified with it,[1]
G,3,Gucchahvakanda - prajati,गुच्छाह्वकन्द प्रजाति,gucchāhvakanda prajāti,गुच्छाह्वकन्द प्रजाति,Truffles sp.,Accepted source,It has been mentioned in Raja nighantu and identified with this species,[5]
G,3,Gudamanjari,गुडमञ्जरी,guḍamañjarī,गुडमञ्जरी,Lannea grandis (Dennst.) Engl.,Accepted source,Identified with it,[1]
G,3,Gudasarkara,गुडशर्करा,guḍaśarkarā,गुडशर्करा,Grewia hirsuta Vahl.,Accepted source,Gudasarkara' is considered as the synonym of 'Nagabala' which is identified with this species; It has been cited once in Caraka and once in Susruta samhita,[5]
G,4,Guduci,गुडूची,guḍūcī,गुडूची,Tinospora cordifolia (Willd) Miers ex Hook.f. & Th,Accepted source,Guduci is correlated to this species,[3]
G,4,Guduci,गुडूची,guḍūcī,गुडूची,Tinospora cordifolia (Willd.) Miers.,Accepted source,Identified with it,[1]
G,4,Guduci – jati,गुडूची जाति,guḍūcī jāti,वत्सादनी,Cocculus hirsutus (Linn.) Diels.,Most probable,Usually considered to be a synonym of Guduci but Dalhana identifies it with another plant,[1]
G,4,Guduci – jati,गुडूची जाति,guḍūcī jāti,वत्सादनी,Cocculus hirsutus (Linn.) Diels.,Most probable,"In the nighantus it is mentioned as a synonym of Guduci but in the samhitas it is mentioned as an exclusive drug; It’s a type of creeper, eaten a lot by calves; Based on the above some of them consider this as 'Vasanvel' which is correlated to this species",[5]
G,4,Guduci – jati,गुडूची जाति,guḍūcī jāti,वत्सादनी,Tinospora crispa (Linn.) Miers ex. Hook f. & Thoms,Accepted source,This species is correlated to a variety of Guduci which is  known as ‘Padmaguduci or Kandaguduci’. Leaves appear  big and triangular in shape,[3]
