Botanical Name,Family,Systems,Synonym,Image URL,Detail URL
Cerbera manghas L.,APOCYNACEAE,"Ayurveda, Siddha, Folk",Cerbera odollam GAERTN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29f11bf2a605bd783243cd8364ab2d6a
Cerbera manghas L.,APOCYNACEAE,"Ayurveda, Siddha, Folk",Cerbera odollam GAERTN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/29f11bf2a605bd783243cd8364ab2d6a/xclkon/5c6d94cf855e0b36b9158b6f86a416d2
Ceriscoides turgida (ROXB.) TIRUV.,RUBIACEAE,"Ayurveda, Siddha, Folk",Gardenia turgida ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6bb9d3aea548d0c03d32110a380503f0
Ceropegia bulbosa ROXB.,ASCLEPIADACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/db5270316f2791db0f918ec444f1dcbb
Ceropegia tuberosa ROXB.,ASCLEPIADACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bb4a2f17e43a45c6c40adfce82f77fa0
,PIPERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9f461c5fc4028cb583868fc315c34470/xclkon/7d32c72f2437322aad9c354cac54d225
,PIPERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/10f3a59b845d9890f688ad66980941fa/xclkon/5debbd66ad6efb280c3bd77ff9a1e799
Chenopodium album L.,CHENOPODIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/37433532fc0b9d0a01eb34d733ee80ab
,LILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/64d4c1f1f88873a7bc4d0c42bb06ddbd
Boswellia serrata ROXB.,BURSERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Boswellia glabra ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/178cc9ad03d6f4d8fd4257d486c60e22/xclkon/dce9cbd05de82babe5ffad590301114e
Chloroxylon swietenia DC.,FLINDERSIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f58fad5075f14dec125fa4713a45ad04
Chonemorpha fragrans (MOON) ALSTON,APOCYNACEAE,"Ayurveda, Folk",Chonemorpha macrophylla (ROXB.) G.DON,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0e226f5253039d573103075266c8488d
Chonemorpha fragrans (MOON) ALSTON,APOCYNACEAE,"Ayurveda, Folk",Chonemorpha macrophylla (ROXB.) G.DON,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0e226f5253039d573103075266c8488d/xclkon/eb0264b4d22d944eb5dd16edf5266bc7
"Chrozophora plicata A.JUSS. X Family - EUPHORBIACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani Botanical Synonyms (2) - Chrozophora prostrata DALZ .",EUPHORBIACEAE,"Ayurveda, Siddha, Unani",Chrozophora prostrata DALZ .,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9d4a57aa46ee9c6905a0a3477c1c67b8
"Chrozophora plicata A.JUSS. X Family - EUPHORBIACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Unani Botanical Synonyms (2) - Chrozophora prostrata DALZ .",EUPHORBIACEAE,"Ayurveda, Siddha, Unani",Chrozophora prostrata DALZ .,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9d4a57aa46ee9c6905a0a3477c1c67b8/xclkon/024087060659a64b3bfdfaa24de295b4
Chrozophora rottleri (GEIS.) A.JUSS. EX SPRENG.,EUPHORBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/64ecbcb08f35941499fd9656ef7b5cba
Chrysanthemum coronarium L.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5c2aec0b0e4886374a284c6c08fd9832
Chrysanthemum indicum L.,ASTERACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/37a1d551c8bd08639703603fd6aac6a9
,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/e80b0eddffd57fb81c92c5b475a80131
,POACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ce7d07d29e70570450fb9c0341d148db
Phyllanthus acidus (L.) SKEELS,EUPHORBIACEAE,"Ayurveda, Siddha, Folk",Cicca acida MERRILL,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bcb5a0832a219a36158651a64f5a920b/xclkon/b356be66a5797682eec6c7018c9d8beb
Phyllanthus acidus (L.) SKEELS,EUPHORBIACEAE,"Ayurveda, Siddha, Folk",Cicca acida MERRILL,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/bcb5a0832a219a36158651a64f5a920b/xclkon/1b1b0fb3df3c7f2c439e9d6f6417028d
Cicer arietinum L.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/48d2814b7156a21811cadfc158d252d5
Cichorium endivia L.,ASTERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/dcd58fffb62cf38b0122c7707220f662
,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/516461cb5d349648d0cbccc8eeca2221
Hymenodictyon orixense (ROXB.) MABBERLEY,RUBIACEAE,"Ayurveda, Siddha, Folk",Cinchona excelsa ROXB. Hymenodictyon excelsum WALL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/21fd547f4d494d07cb6c4471820fd2dc/xclkon/39bcd8be8749e4c5af42758830a74bcb
,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/27582a317d4ba9f644ce013f81020fba
Cinchona succirubra PAV. EX KLOTZSCH,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fc75d8a8b95c319d7f0f6f80e580aec5
,LAURACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/070a8611df63adbabc863c70655be9c5
,LAURACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/aa6cfda88d906581d2000529298c2963
,LAURACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/070a8611df63adbabc863c70655be9c5/xclkon/5150f3a5762515a27a654f409c8d32a9
,LAURACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2d22bec7531da94135091b60e547083f
,LAURACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c656b4f12a48fab2e22e4c5e15f2a5de
Cinnamomum tamala NEES & EBERM.,LAURACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a2f427bdd69c3196852735873010d367
,LAURACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c28e0da32f82e38f233cc690e98d4788
,LAURACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ffb69f4e222a7d9473fc0909c80ef205
,LAURACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c28e0da32f82e38f233cc690e98d4788/xclkon/f59272279166d0ad348cdd9da1c3f757
Cissampelos pareira L.,MENISPERMACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/db65a57f09ae70c2cf447635e8bbd8b3
Cayratia pedata JUSS. EX GAGNEPAIN,VITACEAE,"Ayurveda, Siddha, Folk",Cissus pedata LAM.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f4981331d887a60afddd055ea336f6e7/xclkon/c4120d112779e272b5398ae49a22b9e2
Cissus quadrangularis L.,VITACEAE,"Ayurveda, Siddha, Unani, Folk",Vitis quadrangularis WALT EX WIGHT & ARN.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/685b6edd514a4c36584e487aa2705e14
Cissus vitiginea L.,VITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/af21a2b52907fd81a147446d4888105b
Citrullus lanatus (THUNB.) MATSUMARA & NAKAI,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Citrullus vulgaris SCHRAD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fedcd0fee4b5331cc829d963e3211312
Citrullus lanatus (THUNB.) MATSUMURA & NAKAI var. fistulosus (STOCKS) CHAKRAVARTHY,CUCURBITACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/95d2cede16a18c316473c7053d0e28a7
Citrullus lanatus (THUNB.) MATSUMARA & NAKAI,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Folk",Citrullus vulgaris SCHRAD.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/fedcd0fee4b5331cc829d963e3211312/xclkon/8ee01b3908df2caefad4c1ff14b5b896
Citrullus lanatus (THUNB.) MATSUMURA & NAKAI var. fistulosus (STOCKS) CHAKRAVARTHY,CUCURBITACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/95d2cede16a18c316473c7053d0e28a7/xclkon/b8c89765e9605cf96eab8c7d532d6e31
Citrus medica L. var. medica,RUTACEAE,"Ayurveda, Siddha, Unani",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/edc66f84c9453b06304c7525a493c644/xclkon/10dd4cdb1fd01c87482ef59281daca5e
Citrus aurantifolia (CHRISTM.) SWINGLE,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9206a7ef87810415146fc58fb4c39184
Citrus aurantium L.,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/039e741995a6762f59f27fdabbad203c
,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9c6f4c0eec81360a4ae47ed41dee7fc3
,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a51d0ed20f7cbade0f76b89fbea77c74
Citrus grandis (L.) OSBECK,RUTACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Citrus decumana L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5f573ddc157ef1da57ccdbebe5a49d0f/xclkon/27406e23f13ffcfd8ced6d5137697ab1
Citrus grandis (L.) OSBECK,RUTACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Citrus decumana L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5f573ddc157ef1da57ccdbebe5a49d0f
,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4c274911b08d40adc4163493470f35fb
Citrus grandis (L.) OSBECK,RUTACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Citrus decumana L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5f573ddc157ef1da57ccdbebe5a49d0f/xclkon/582cbedbf7c2787de1cd8959ec4040ad
Citrus medica L. var. medica,RUTACEAE,"Ayurveda, Siddha, Unani",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/edc66f84c9453b06304c7525a493c644
,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2f8d997fafbb45726a1243ae9bfbf6d5
Citrus medica L. var. limonum,RUTACEAE,"Ayurveda, Siddha, Unani",Citrus limonum WALL.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/5018156dcf07625469f333d53b45bf0d
Citrus medica L.,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/df99615d80b4c98a54a0737648e4f429
Clausena pentaphylla (ROXB.) DC.,RUTACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7793bb750cb4d5f5ee0c830777a0e03d
,CLAVICIPITACEAE(FUNGUS),,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/cd2610c0f0f75b4103d5970946ac583e
Cleistanthus collinus (ROXB.) BENTH.  & HOOK.,EUPHORBIACEAE,"Ayurveda, Siddha",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0ddb2d1637f9749df2337055c928da55
Clematis gauriana ROXB.,RANUNCULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/7f3487bfb253d49adaec039419fdff15
,RANUNCULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1334cc2a4429e00ae0911dfb57dac9db
Cleome felina L. F.,CLEOMACEAE,"Ayurveda, Siddha, Folk",Polanisia felina DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1f541a9303cd1c2c06ea35f2e69137c5
Cleome gynandra L.,CLEOMACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Cleome pentaphylla L. Gynandropsis gynandra BRIQUET,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/be71e62bf02d88c81ae5ce1101fa92f6
Cleome viscosa L.,CLEOMACEAE,"Ayurveda, Siddha, Unani, Folk",Cleome icosandra L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b7f630b552d8b61583d0338e65f95129/xclkon/0a2b8990ad66ca0f388fcf50b8733e73
Cleome gynandra L.,CLEOMACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Cleome pentaphylla L. Gynandropsis gynandra BRIQUET,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/be71e62bf02d88c81ae5ce1101fa92f6/xclkon/def5b877931261a4b3011609f8873a43
Cleome viscosa L.,CLEOMACEAE,"Ayurveda, Siddha, Unani, Folk",Cleome icosandra L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b7f630b552d8b61583d0338e65f95129
Clerodendrum infortunatum L.,VERBENACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/61aca8af9e2ff47571e7f3a376edc7b7
Clerodendrum serratum (L.) MOON,VERBENACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6899e21f6e238d27f39d9e28e5e5fdf0
Clerodendrum indicum (L.) KUNTZE,VERBENACEAE,"Ayurveda, Folk",Clerodendrum siphonanthus R.BR.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/11a902a8540ab674473d82c5288adfff/xclkon/398b7ed724bad9dda3c867a5dce0185e
,MARANTACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f42629f5fad23c76e914089a1d51ef14
,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/6c230e98bd8227f7ba719125dbc6d94c
Clitoria ternatea L.,FABACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/a1d8e02df612f312645b458c36c89b1c
Coccinia grandis (L.) VOIGT,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Sowa-Rigpa",Bryonia grandis L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/383d8e5b2416efb02908d6731a765bcb/xclkon/71771b2277256337649c7b9fb3212f83
,CUCURBITACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/c66398e294c4e6503c294141dc28ba09
Coccinia grandis (L.) VOIGT,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Sowa-Rigpa",Bryonia grandis L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/383d8e5b2416efb02908d6731a765bcb
Coccinia grandis (L.) VOIGT,CUCURBITACEAE,"Ayurveda, Siddha, Unani, Homeopathy, Sowa-Rigpa",Bryonia grandis L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/383d8e5b2416efb02908d6731a765bcb/xclkon/cbd92dc7c7c926e211344c479e61cff9
,ARECACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/eeebd0ff22ec7f2d48b7194212dcf0f7
,ARECACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/eeebd0ff22ec7f2d48b7194212dcf0f7/xclkon/cd562e8c6cdfc6fe708a5341e2eca807
,ORCHIDACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/f8e1bb7ffb0bec65e1067ca70fb561e1
Coffea arabica L.,RUBIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/709c0f176b4cf579f0e6ce6afc3a0714
,RUBIACEAE,Ayurveda,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/002aa6cec840babc1f9a7de6a7fdbf5b/xclkon/31bc2e86780e96f7454facbac88ebf15
,POACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/4e76ee7583451d27e82260ab25485141
Coix lacryma-jobi L.,POACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/09e7b96175c6095e6029028b5d8a1557/xclkon/7254a6e5abb68e4dcbf74b1759381a19
Coix lacryma-jobi L.,POACEAE,"Ayurveda, Siddha, Unani, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/09e7b96175c6095e6029028b5d8a1557
Coldenia procumbens L.,BORAGINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8396d40e7fb71042967011e648887e18
,LAMIACEAE,"Ayurveda, Siddha, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3d0e3feab4b454d5fc3c3b8213f6d55e/xclkon/701e784c3e7a430f00e71983eb2ec591
,LAMIACEAE,"Ayurveda, Siddha, Homeopathy, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/3d0e3feab4b454d5fc3c3b8213f6d55e/xclkon/11eb569af097cd83ceb9364189474e22
Plectranthus barbatus ANDR.,LAMIACEAE,"Ayurveda, Folk",Coleus barbatus (ANDR.) BENTH.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d475270c2bb8c41834fbbf90657ec8b8/xclkon/b22d750f49ffdde56d4c6af969672a91
,LAMIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/06003701b7cb4ee0a4931a062009bdc6
Colocasia esculenta (L.) SCHOTT,ARACEAE,"Ayurveda, Siddha, Unani, Folk",Arum colocasia L. Colocasia antiquorum SCHOTT,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d261ad160748e7170f7a11df570890b8/xclkon/6d6f92fb730bb1f6ed1a7a2ae84ac086
Colocasia esculenta (L.) SCHOTT,ARACEAE,"Ayurveda, Siddha, Unani, Folk",Arum colocasia L. Colocasia antiquorum SCHOTT,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/d261ad160748e7170f7a11df570890b8
,ARACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/75bbd308a2c6ab831c357551ad62b66e
Commelina benghalensis L.,COMMELINACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/ba283c729919bc84be963496bad65567
Commelina longifolia LAM.,COMMELINACEAE,Ayurveda,Commelina salcifolia ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/64a0ce241c02c8b00fc12a666daf12db
Murdannia nudiflora (L.) BRENAN,COMMELINACEAE,"Ayurveda, Folk",Aneilema nudiflorum BR. Commelina nudiflora (L.) BRENAN,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/90fba550a9d5aba7b94ca61aac5606cc/xclkon/9a1dc2cf1a8312ad7fa40e7b779cd7c7
Commelina longifolia LAM.,COMMELINACEAE,Ayurveda,Commelina salcifolia ROXB.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/64a0ce241c02c8b00fc12a666daf12db/xclkon/7139d85b9127279a7dea30c780fc100b
,NYCTAGINACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/61b8ba46236d8e957962f28d3c4eb2c5
,NYCTAGINACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/61b8ba46236d8e957962f28d3c4eb2c5/xclkon/fc82653f9d26cd3772075706586dfd61
,BURSERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/1279c5d461c155e3e97800d75dd0ea4d
Commiphora agallocha ENGL.,BURSERACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/25b83113b6fab0ab1732d7d7e153df7a
,BURSERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2bb5dc38947331d8e2031d0f4fc36a0b
Commiphora wightii (A.) BHANDARI,BURSERACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Balsamodendron mukul HOOK. EX STOCKS.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8fdf276e71da0de9d2b47bd1003259be/xclkon/2849f8d9923be4d8c111b8b26de96f7c
Commiphora myrrha ENGL.,BURSERACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Balsamodendron myrrha N.& E.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/62b4c58d8e0366dc7366d335ad7ae585
Commiphora agallocha ENGL.,BURSERACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/25b83113b6fab0ab1732d7d7e153df7a/xclkon/ce996220e8cac4254dd54fbf9d183eab
,BURSERACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0ac84bcb4b6ec199d3d9c8b0120cb57f
Commiphora wightii (A.) BHANDARI,BURSERACEAE,"Ayurveda, Siddha, Unani, Sowa-Rigpa",Balsamodendron mukul HOOK. EX STOCKS.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/8fdf276e71da0de9d2b47bd1003259be
Anogeissus latifolia WALL. EX. GUILL. & PERR.,COMBRETACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Conocarpus latifolia ROXB. EX. DC.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0ad17ae90aa749f0433d78d7c2f35a1d/xclkon/60ac6b8394e96e420dfd0742b99735e9
Convolvulus arvensis L.,CONVOLVULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/102a61c47501cff5245cc51c23e5d873
,CONVOLVULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/9aa46b58ca37bc70576fdde6b880af48
,CONVOLVULACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0eea12e18ef517673797af576487de00/xclkon/f5543b5e4644054bd269345ab16c1fa1
,CONVOLVULACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/15bf037a82a5e4700c4d4b3e46e850f4/xclkon/bdc2865490e46667cb6360e791357097
,CONVOLVULACEAE,"Ayurveda, Folk",,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/15bf037a82a5e4700c4d4b3e46e850f4
Vernonia cinerea LESS.,ASTERACEAE,"Ayurveda, Siddha, Unani, Folk, Sowa-Rigpa",Conyza cinerea L.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/125ecebe3c4e8db71d10befed8f9ab70/xclkon/3e8b78f45c38012abc67fe8dc16e0404
Coptis teeta WALL.,RANUNCULACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/2f162e4dceab9d1c0d1faf887e12a8f7
"Corallocarpus epigaeus BENTH. X Family - CUCURBITACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Folk, Sowa-Rigpa Botanical Synonyms (2) - Bryonia epigoea ROTTL..",CUCURBITACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Bryonia epigoea ROTTL..,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b088cb551d11dd21380ebc54a81ccb68/xclkon/7a9feb36d180fb0e943fd7864d7521c8
"Corallocarpus epigaeus BENTH. X Family - CUCURBITACEAE System(s) of Indian Medicine - Ayurveda, Siddha, Folk, Sowa-Rigpa Botanical Synonyms (2) - Bryonia epigoea ROTTL..",CUCURBITACEAE,"Ayurveda, Siddha, Folk, Sowa-Rigpa",Bryonia epigoea ROTTL..,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/b088cb551d11dd21380ebc54a81ccb68
Corchorus aestuans L.,TILIACEAE,Ayurveda,Corchorus acutangulus AUCT.NON FORSK.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/08c0c96081f014ea5954247764d44fec/xclkon/548ed26baa93d20c8bd43fc0ab2cb975
Corchorus aestuans L.,TILIACEAE,Ayurveda,Corchorus acutangulus AUCT.NON FORSK.,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/08c0c96081f014ea5954247764d44fec
Corchorus capsularis L.,TILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/006105bb42e8f415f95b7846d37431d2
Corchorus fascicularis LAM.,TILIACEAE,,,,https://www.medicinalplants.in/searchpage/showdetails/xplant_id/0e57c4d104529c14f09ab64272ac23fb
